CustomerID,R,F,M
14068.0,1,1,1
14071.0,4,4,3
14073.0,2,1,1
14075.0,4,3,3
14076.0,1,1,1
14077.0,3,4,2
14078.0,2,4,3
14079.0,2,1,2
14080.0,2,1,1
14081.0,2,2,3
14082.0,1,1,1
14083.0,3,4,3
14085.0,4,4,4
14087.0,2,1,1
14088.0,4,4,4
14089.0,3,1,1
14090.0,1,1,1
14092.0,3,4,4
14093.0,4,1,2
14096.0,4,4,4
14098.0,1,1,1
14099.0,4,4,4
14100.0,2,1,1
14101.0,2,4,4
14102.0,4,4,3
14104.0,2,2,1
14105.0,1,1,3
14107.0,3,4,4
14108.0,2,2,2
14109.0,2,1,1
14110.0,4,4,4
14111.0,4,3,3
14112.0,3,4,4
14113.0,3,3,4
14114.0,3,2,2
14116.0,4,4,3
14117.0,2,1,1
14121.0,4,3,4
14124.0,2,1,2
14125.0,4,3,4
14126.0,4,3,3
14127.0,2,3,3
14128.0,2,2,2
14129.0,4,4,3
14130.0,1,1,2
14132.0,4,4,4
14133.0,1,3,2
14135.0,3,4,4
14138.0,2,2,3
14139.0,3,1,2
14140.0,2,2,3
14141.0,3,3,3
14142.0,1,1,2
14143.0,2,1,1
14145.0,3,3,4
14146.0,2,4,4
14147.0,2,2,2
14148.0,1,1,1
14149.0,1,1,2
14150.0,1,2,2
14152.0,2,2,2
14154.0,1,2,3
14155.0,1,1,1
14156.0,4,4,4
14157.0,4,2,2
14158.0,3,1,2
14159.0,4,4,4
14161.0,2,3,3
14162.0,1,2,1
14163.0,2,3,4
14164.0,2,2,3
14165.0,2,1,1
14167.0,4,3,2
14171.0,1,1,2
14173.0,4,3,2
14174.0,1,1,1
14175.0,3,3,4
14176.0,1,3,2
14177.0,2,3,2
14178.0,3,4,3
14179.0,3,2,3
14180.0,4,4,4
14184.0,1,1,2
14185.0,4,1,1
14188.0,2,4,4
14189.0,4,4,4
14191.0,4,4,4
14193.0,1,2,3
14194.0,4,4,4
14195.0,1,2,3
14196.0,2,1,2
14198.0,4,3,3
14199.0,1,1,1
14201.0,2,4,3
14204.0,2,1,1
14205.0,4,2,2
14206.0,1,1,2
14208.0,1,1,1
14209.0,4,4,4
14210.0,2,4,4
14211.0,3,4,4
14212.0,3,1,3
14214.0,3,4,3
14215.0,4,4,4
14216.0,4,3,4
14217.0,4,4,4
14218.0,3,1,1
14219.0,1,1,1
14220.0,1,2,2
14221.0,3,4,4
14222.0,1,1,3
14223.0,2,3,3
14224.0,2,3,3
14226.0,3,4,4
14227.0,3,4,4
14229.0,3,3,3
14231.0,2,3,3
14232.0,3,4,4
14233.0,4,3,3
14234.0,3,3,3
14235.0,2,4,4
14236.0,2,2,2
14237.0,1,1,1
14238.0,1,1,1
14239.0,3,4,4
14240.0,2,2,3
14241.0,2,1,1
14242.0,1,2,1
14243.0,2,4,4
14245.0,1,2,4
14246.0,2,3,3
14247.0,1,1,1
14248.0,1,1,1
14250.0,3,3,4
14251.0,4,4,4
14256.0,1,2,3
14257.0,2,4,4
14258.0,4,4,4
14259.0,2,1,1
14261.0,3,2,3
14262.0,4,4,4
14264.0,2,2,2
14265.0,2,2,2
14267.0,1,3,3
14270.0,4,1,2
14271.0,1,1,1
14272.0,2,2,2
14273.0,3,3,2
14276.0,4,3,3
14277.0,4,3,4
14280.0,1,1,1
14282.0,4,4,4
14284.0,2,2,2
14285.0,4,3,4
14286.0,3,3,4
14287.0,1,3,1
14288.0,2,1,2
14289.0,4,4,3
14290.0,4,4,4
14291.0,3,4,4
14292.0,4,4,4
14293.0,2,3,3
14295.0,3,1,1
14297.0,4,3,3
14298.0,3,4,4
14299.0,4,4,4
14300.0,4,1,1
14301.0,2,1,2
14304.0,1,1,2
14305.0,2,3,4
14306.0,3,2,4
14307.0,4,4,4
14309.0,3,4,4
14311.0,3,1,2
14312.0,3,4,3
14314.0,2,1,1
14315.0,3,4,4
14317.0,1,1,2
14320.0,3,2,2
14321.0,4,4,3
14323.0,2,2,2
14326.0,3,1,1
14327.0,1,1,2
14329.0,4,4,4
14331.0,2,2,2
14332.0,3,3,3
14333.0,1,1,2
14334.0,4,4,4
14335.0,4,2,2
14336.0,4,3,3
14338.0,1,2,2
14339.0,3,1,2
14340.0,1,1,1
14341.0,3,4,4
14342.0,4,3,2
14344.0,2,4,3
14345.0,1,1,1
14346.0,3,2,3
14348.0,1,1,2
14349.0,4,1,1
14350.0,2,1,1
14351.0,1,1,1
14352.0,3,3,3
14353.0,2,1,1
14354.0,2,2,1
14355.0,1,1,1
14356.0,2,2,3
14357.0,3,1,1
14359.0,4,3,3
14360.0,2,3,4
14362.0,3,1,1
14364.0,4,4,4
14367.0,4,4,4
14368.0,1,1,1
14371.0,1,1,1
14373.0,1,1,1
14375.0,2,1,1
14377.0,1,2,2
14379.0,3,2,2
14381.0,3,1,1
14382.0,3,1,2
14383.0,1,3,3
14385.0,4,3,1
14386.0,1,1,1
14387.0,2,3,4
14388.0,4,4,4
14389.0,1,2,3
14390.0,4,4,4
14393.0,1,1,1
14395.0,2,4,4
14396.0,1,2,2
14397.0,4,4,4
14400.0,2,1,2
14401.0,2,4,4
14403.0,2,3,3
14404.0,2,4,3
14406.0,4,1,1
14407.0,2,4,4
14408.0,4,4,4
14409.0,2,4,4
14410.0,2,4,3
14411.0,1,1,3
14412.0,3,2,3
14413.0,1,1,1
14414.0,2,4,3
14415.0,4,4,4
14416.0,3,2,2
14418.0,3,3,4
14419.0,4,4,3
14420.0,1,1,2
14421.0,4,2,3
14422.0,4,4,4
14423.0,1,1,1
14424.0,4,1,2
14426.0,3,4,4
14427.0,3,2,2
14428.0,2,4,3
14431.0,2,1,2
14432.0,4,4,4
14434.0,4,4,3
14436.0,1,1,1
14437.0,1,1,1
14438.0,1,1,1
14439.0,1,1,4
14440.0,3,4,4
14441.0,3,3,4
14442.0,1,2,3
14443.0,3,3,3
14446.0,3,3,3
14447.0,4,4,3
14448.0,4,2,2
14449.0,4,3,3
14450.0,4,3,2
14451.0,2,2,2
14452.0,4,2,1
14453.0,1,1,1
14456.0,3,4,4
14457.0,1,1,1
14459.0,2,1,4
14460.0,2,3,2
14461.0,2,3,4
14462.0,3,4,4
14463.0,1,3,2
14465.0,2,3,3
14466.0,3,4,4
14467.0,4,3,2
14470.0,4,2,2
14472.0,2,4,4
14473.0,2,2,1
14474.0,3,1,2
14475.0,2,3,3
14476.0,1,1,1
14477.0,4,3,3
14479.0,1,2,2
14480.0,4,1,1
14481.0,1,2,2
14482.0,4,4,4
14483.0,1,1,1
14484.0,3,1,2
14485.0,1,1,1
14487.0,3,4,3
14488.0,1,1,3
14489.0,1,1,2
14491.0,1,2,2
14493.0,4,4,4
14494.0,3,1,1
14495.0,3,2,1
14496.0,1,2,2
14497.0,1,1,2
14498.0,3,4,4
14499.0,3,3,3
14500.0,4,3,2
14501.0,2,2,1
14502.0,4,4,4
14503.0,4,4,4
14504.0,3,3,2
14505.0,4,4,4
14506.0,4,4,4
14507.0,3,4,3
14508.0,3,2,1
14511.0,4,4,3
14512.0,1,2,1
14513.0,2,3,2
14514.0,4,3,3
14515.0,4,4,4
14517.0,2,2,2
14518.0,1,1,1
14520.0,2,2,1
14522.0,3,3,3
14523.0,2,1,1
14524.0,2,4,4
14525.0,4,4,4
14527.0,4,4,4
14528.0,1,1,2
14529.0,2,3,2
14530.0,3,4,4
14532.0,1,3,3
14533.0,3,4,4
14534.0,4,4,4
14535.0,2,3,4
14536.0,1,1,1
14537.0,3,1,2
14538.0,1,2,2
14539.0,4,2,2
14540.0,4,3,3
14541.0,4,4,3
14542.0,2,1,1
14543.0,3,4,4
14544.0,3,2,4
14546.0,3,4,4
14547.0,4,4,4
14548.0,4,2,2
14549.0,1,1,1
14550.0,4,2,3
14551.0,4,2,1
14552.0,3,1,1
14553.0,4,4,3
14554.0,4,3,4
14555.0,3,2,2
14557.0,2,1,3
14560.0,4,4,4
14561.0,2,3,3
14562.0,4,4,4
14565.0,2,3,4
14566.0,2,1,3
14567.0,3,2,3
14569.0,2,1,1
14570.0,1,2,1
14572.0,3,4,4
14573.0,3,4,3
14576.0,1,1,1
14577.0,4,3,3
14578.0,1,1,1
14581.0,4,1,1
14582.0,3,1,1
14583.0,2,4,3
14584.0,2,3,3
14585.0,3,1,1
14586.0,2,1,1
14587.0,4,4,3
14589.0,1,1,1
14591.0,4,3,3
14592.0,3,3,2
14593.0,4,3,2
14594.0,1,2,2
14595.0,4,4,4
14597.0,4,2,3
14598.0,3,1,1
14600.0,2,1,2
14601.0,4,1,1
14603.0,2,1,2
14606.0,4,4,4
14607.0,4,4,4
14608.0,3,3,4
14609.0,2,3,2
14616.0,3,3,2
14618.0,4,3,2
14619.0,2,1,2
14620.0,1,2,2
14621.0,2,4,4
14622.0,2,1,2
14623.0,3,4,3
14624.0,3,2,1
14625.0,1,2,3
14626.0,3,3,4
14628.0,3,2,2
14629.0,3,2,3
14631.0,3,3,3
14632.0,1,1,1
14633.0,1,1,2
14636.0,1,2,2
14638.0,3,1,2
14639.0,3,4,4
14640.0,3,4,4
14641.0,4,1,1
14642.0,4,1,1
14643.0,1,2,3
14644.0,1,2,3
14645.0,2,2,2
14646.0,4,4,4
14647.0,1,1,1
14649.0,3,3,3
14651.0,4,2,2
14652.0,2,1,1
14653.0,4,4,4
14655.0,3,3,4
14656.0,1,2,1
14657.0,4,3,3
14658.0,2,2,1
14659.0,2,4,4
14660.0,2,2,1
14661.0,3,1,1
14662.0,3,3,3
14664.0,4,2,2
14665.0,3,4,4
14666.0,3,1,1
14667.0,4,4,4
14669.0,4,3,3
14670.0,1,2,2
14672.0,1,2,3
14673.0,4,4,4
14675.0,4,1,2
14676.0,2,4,4
14680.0,3,4,4
14681.0,4,3,2
14682.0,1,2,1
14684.0,3,4,3
14687.0,2,1,2
14688.0,4,4,4
14689.0,1,1,1
14690.0,3,2,2
14691.0,3,4,4
14692.0,2,3,2
14693.0,1,1,1
14696.0,4,4,4
14697.0,1,2,1
14698.0,4,4,3
14699.0,2,1,1
14700.0,2,3,4
14701.0,4,4,4
14702.0,4,4,4
14703.0,4,1,2
14704.0,4,4,3
14705.0,1,1,1
14708.0,2,3,3
14709.0,4,4,4
14710.0,4,3,2
14711.0,4,4,4
14712.0,3,3,3
14713.0,4,4,4
14714.0,3,1,1
14715.0,4,3,3
14716.0,3,2,2
14719.0,4,4,3
14720.0,3,3,2
14722.0,2,1,1
14723.0,4,4,3
14725.0,3,1,3
14727.0,2,1,1
14729.0,1,1,2
14730.0,2,4,4
14731.0,3,3,2
14732.0,4,4,4
14733.0,4,4,4
14735.0,4,4,4
14737.0,1,3,3
14738.0,4,4,3
14739.0,4,4,4
14740.0,1,3,3
14741.0,4,4,3
14744.0,4,4,3
14745.0,2,4,3
14747.0,1,1,2
14748.0,3,4,3
14752.0,3,1,2
14753.0,2,1,2
14754.0,3,2,2
14755.0,4,4,4
14756.0,4,1,3
14757.0,2,1,2
14758.0,2,3,3
14759.0,2,3,3
14760.0,1,1,1
14761.0,4,2,1
14762.0,1,1,1
14764.0,3,1,1
14765.0,3,3,1
14766.0,2,4,4
14768.0,4,2,1
14769.0,2,4,4
14770.0,1,2,3
14772.0,2,1,1
14775.0,4,3,3
14776.0,3,4,4
14778.0,1,2,3
14779.0,1,3,2
14780.0,3,2,2
14782.0,1,1,1
14784.0,3,2,1
14785.0,4,2,1
14788.0,3,2,3
14789.0,3,1,1
14790.0,4,3,3
14792.0,2,1,1
14793.0,4,1,1
14794.0,4,4,3
14795.0,1,1,1
14796.0,3,4,4
14798.0,3,3,1
14799.0,3,1,1
14800.0,3,4,4
14801.0,2,1,1
14803.0,2,3,3
14804.0,1,1,2
14805.0,4,3,2
14806.0,2,1,1
14808.0,3,4,4
14810.0,3,4,4
14813.0,1,2,1
14815.0,1,2,3
14816.0,1,1,1
14817.0,2,2,3
14818.0,2,3,2
14819.0,1,2,1
14820.0,4,3,2
14821.0,1,1,1
14823.0,4,3,2
14824.0,4,3,3
14825.0,4,4,4
14828.0,1,3,4
14829.0,3,3,3
14830.0,3,1,1
14834.0,4,4,4
14836.0,4,3,1
14837.0,3,3,3
14840.0,1,1,1
14841.0,3,4,4
14842.0,3,3,4
14844.0,4,3,4
14847.0,2,1,2
14849.0,4,4,4
14850.0,1,1,2
14851.0,3,2,2
14852.0,4,4,4
14853.0,4,2,2
14854.0,2,4,4
14855.0,4,2,2
14856.0,3,3,3
14857.0,3,2,3
14859.0,4,3,3
14860.0,4,1,1
14861.0,3,1,1
14862.0,3,2,3
14863.0,3,1,1
14865.0,1,2,1
14866.0,4,4,4
14867.0,2,3,3
14868.0,4,4,4
14869.0,2,2,3
14870.0,1,1,2
14871.0,1,3,2
14873.0,1,1,2
14875.0,2,2,3
14878.0,4,4,3
14880.0,2,3,3
14881.0,4,1,1
14882.0,3,2,2
14883.0,4,4,3
14885.0,2,1,3
14886.0,1,1,2
14887.0,2,1,4
14888.0,1,1,2
14889.0,1,1,1
14890.0,1,1,1
14891.0,2,2,2
14893.0,4,2,3
14894.0,2,1,2
14895.0,3,4,4
14896.0,1,2,2
14897.0,4,3,3
14898.0,3,4,3
14901.0,4,4,3
14902.0,3,1,2
14903.0,4,4,4
14904.0,3,2,3
14905.0,1,2,2
14907.0,3,4,4
14908.0,2,1,1
14910.0,3,3,2
14911.0,4,4,4
14912.0,4,2,3
14913.0,3,3,3
14915.0,2,2,2
14916.0,2,3,3
14918.0,2,2,3
14920.0,3,2,3
14921.0,2,2,3
14923.0,3,1,3
14924.0,2,1,2
14929.0,2,1,1
14930.0,2,3,4
14931.0,3,4,3
14932.0,1,1,2
14934.0,2,2,4
14935.0,1,1,4
14936.0,2,4,4
14937.0,3,3,3
14944.0,3,4,4
14946.0,4,1,1
14947.0,2,2,1
14948.0,3,4,3
14950.0,4,1,2
14951.0,2,1,2
14952.0,4,4,4
14953.0,3,1,1
14954.0,4,1,2
14957.0,1,1,1
14958.0,2,3,2
14959.0,2,3,3
14960.0,1,2,1
14961.0,4,4,4
14962.0,1,1,1
14963.0,4,4,3
14964.0,1,1,1
14965.0,1,2,2
14966.0,4,1,1
14967.0,3,1,2
14968.0,2,1,1
14970.0,2,3,3
14971.0,3,3,3
14972.0,1,1,1
14973.0,2,3,3
14974.0,1,1,1
14975.0,3,1,1
14976.0,3,4,3
14978.0,2,4,4
14981.0,2,1,1
14984.0,4,2,1
14985.0,1,2,1
14987.0,4,2,2
14988.0,4,1,2
14995.0,1,2,1
14997.0,4,3,2
14998.0,4,2,2
15000.0,3,1,2
15002.0,2,3,3
15004.0,2,1,3
15005.0,4,4,4
15006.0,3,1,2
15007.0,1,1,1
15009.0,4,3,3
15010.0,1,1,2
15012.0,3,2,2
15014.0,3,2,1
15016.0,1,1,1
15017.0,1,1,1
15018.0,1,3,2
15019.0,1,1,1
15021.0,3,4,4
15022.0,4,3,3
15023.0,3,4,4
15024.0,4,4,3
15025.0,1,1,2
15026.0,2,3,2
15027.0,2,3,3
15028.0,3,3,2
15030.0,2,2,2
15031.0,2,3,2
15032.0,1,3,4
15033.0,3,4,4
15034.0,4,4,4
15035.0,3,1,1
15036.0,2,3,2
15038.0,4,4,3
15039.0,4,4,4
15041.0,1,1,1
15042.0,1,1,1
15043.0,2,1,2
15044.0,4,4,4
15045.0,3,2,3
15046.0,4,4,4
15047.0,1,1,2
15048.0,2,3,2
15049.0,3,1,1
15050.0,3,3,4
15051.0,4,3,3
15052.0,1,1,1
15053.0,1,3,3
15054.0,4,2,1
15057.0,2,2,3
15058.0,3,4,4
15059.0,3,4,3
15060.0,4,3,1
15061.0,4,4,4
15062.0,2,3,3
15063.0,2,1,2
15065.0,1,3,4
15066.0,3,1,3
15067.0,2,3,4
15068.0,3,2,2
15069.0,1,1,3
15070.0,1,1,1
15071.0,2,2,3
15073.0,4,3,3
15074.0,2,1,3
15075.0,2,1,3
15076.0,1,1,3
15078.0,4,4,4
15079.0,3,3,3
15081.0,3,4,2
15083.0,1,1,1
15087.0,1,1,1
15088.0,4,2,3
15089.0,4,4,4
15090.0,1,1,2
15091.0,1,1,2
15092.0,2,2,2
15093.0,4,4,4
15095.0,2,3,3
15096.0,3,1,1
15097.0,1,1,1
15098.0,2,3,4
15099.0,2,1,2
15100.0,2,3,3
15101.0,1,2,2
15103.0,2,2,3
15104.0,1,2,3
15105.0,4,4,4
15106.0,4,4,3
15107.0,3,4,2
15108.0,2,3,3
15109.0,2,1,2
15110.0,3,3,3
15111.0,3,3,3
15113.0,4,3,4
15114.0,3,4,4
15115.0,4,1,2
15116.0,4,3,3
15117.0,4,4,3
15118.0,2,1,1
15119.0,2,1,1
15120.0,2,1,2
15121.0,3,2,2
15122.0,2,3,3
15123.0,1,2,4
15124.0,3,2,1
15125.0,3,4,4
15127.0,1,1,2
15128.0,2,3,3
15129.0,3,4,4
15130.0,1,1,2
15132.0,4,4,3
15133.0,3,3,3
15134.0,4,4,3
15135.0,1,1,1
15136.0,3,3,3
15139.0,1,2,1
15140.0,3,4,4
15142.0,3,1,2
15143.0,1,1,1
15144.0,4,4,4
15145.0,3,3,3
15146.0,1,2,3
15147.0,1,1,2
15148.0,4,1,1
15149.0,2,1,2
15150.0,4,4,4
15152.0,4,4,4
15153.0,2,1,2
15154.0,2,1,1
15156.0,2,3,3
15157.0,2,3,4
15158.0,3,1,2
15159.0,4,4,4
15160.0,1,1,1
15163.0,4,2,1
15164.0,1,3,3
15165.0,1,1,2
15167.0,1,1,1
15168.0,3,1,1
15171.0,4,1,3
15172.0,2,4,3
15174.0,1,1,1
15175.0,2,1,1
15178.0,1,1,1
15179.0,4,4,4
15180.0,1,1,1
15181.0,1,3,3
15182.0,2,2,2
15184.0,3,2,2
15185.0,2,1,2
15186.0,4,2,2
15187.0,4,4,4
15189.0,4,4,4
15192.0,4,3,3
15193.0,2,1,2
15194.0,2,4,4
15195.0,2,1,4
15197.0,4,3,3
15198.0,2,2,1
15199.0,3,3,3
15201.0,2,4,3
15203.0,3,4,4
15204.0,1,1,2
15205.0,2,2,2
15206.0,4,3,2
15208.0,2,4,3
15210.0,1,1,2
15211.0,2,2,3
15212.0,4,1,1
15213.0,1,2,2
15214.0,4,4,3
15215.0,3,3,3
15216.0,2,1,1
15218.0,4,4,4
15219.0,1,1,1
15220.0,3,4,4
15221.0,1,1,2
15222.0,1,1,2
15223.0,1,2,3
15224.0,1,2,2
15225.0,1,1,2
15226.0,1,1,1
15227.0,2,4,3
15228.0,1,3,4
15230.0,1,2,2
15232.0,2,2,2
15234.0,2,1,1
15235.0,2,4,4
15236.0,1,1,2
15237.0,2,3,3
15238.0,3,3,3
15239.0,4,2,3
15240.0,4,4,4
15241.0,2,4,4
15243.0,2,1,2
15244.0,1,2,2
15245.0,2,3,4
15246.0,1,2,2
15247.0,2,1,2
15249.0,4,4,4
15251.0,4,4,4
15252.0,2,2,3
15253.0,4,4,3
15254.0,1,1,1
15255.0,1,1,3
15256.0,2,1,1
15257.0,1,1,2
15258.0,1,2,2
15260.0,2,4,4
15261.0,2,1,1
15262.0,1,1,1
15263.0,2,1,1
15264.0,1,1,2
15265.0,3,2,3
15266.0,1,1,1
15267.0,4,4,4
15269.0,3,1,2
15270.0,4,4,4
15271.0,4,4,4
15272.0,3,2,3
15274.0,4,2,3
15275.0,1,1,2
15276.0,1,1,1
15277.0,3,1,1
15279.0,1,1,1
15280.0,1,1,1
15281.0,4,4,4
15286.0,3,1,1
15287.0,3,2,2
15288.0,3,4,4
15289.0,3,3,3
15290.0,3,4,4
15291.0,4,4,4
15292.0,1,1,1
15296.0,3,4,4
15297.0,4,3,2
15298.0,4,4,4
15299.0,1,4,4
15300.0,1,1,2
15301.0,3,4,4
15303.0,1,1,2
15304.0,2,4,3
15306.0,2,3,3
15307.0,1,1,1
15308.0,2,1,2
15311.0,4,4,4
15312.0,2,3,3
15313.0,2,1,1
15314.0,1,1,2
15315.0,2,2,2
15316.0,1,1,1
15318.0,1,1,2
15319.0,1,1,1
15320.0,3,1,1
15321.0,2,3,4
15322.0,2,1,3
15325.0,2,1,1
15326.0,2,1,2
15327.0,3,1,1
15329.0,3,3,3
15330.0,2,2,3
15332.0,1,3,3
15333.0,1,1,3
15334.0,1,3,2
15335.0,3,1,1
15339.0,1,2,2
15341.0,2,1,4
15342.0,1,1,2
15343.0,2,1,2
15344.0,2,3,2
15345.0,3,1,2
15346.0,3,1,1
15347.0,1,1,1
15348.0,2,1,1
15349.0,1,2,2
15350.0,1,1,1
15351.0,4,4,4
15353.0,1,2,3
15355.0,3,2,1
15356.0,2,4,4
15358.0,4,4,4
15360.0,3,1,2
15361.0,1,1,2
15363.0,1,1,2
15364.0,1,2,3
15365.0,3,4,4
15366.0,2,2,2
15367.0,3,3,4
15368.0,4,1,2
15370.0,3,4,4
15372.0,2,1,4
15373.0,4,4,4
15374.0,1,1,1
15376.0,3,3,3
15379.0,2,4,4
15380.0,3,4,4
15381.0,2,2,2
15382.0,4,4,4
15384.0,1,2,2
15385.0,3,1,2
15386.0,1,1,2
15388.0,1,1,1
15389.0,1,1,2
15392.0,4,3,3
15393.0,4,2,1
15394.0,4,3,4
15395.0,1,1,1
15396.0,2,1,1
15397.0,1,1,1
15398.0,4,2,3
15399.0,3,3,3
15400.0,2,4,3
15402.0,2,2,2
15405.0,1,1,2
15406.0,3,2,2
15407.0,2,3,3
15408.0,1,1,1
15410.0,2,4,4
15411.0,3,3,3
15412.0,1,1,1
15414.0,4,3,3
15415.0,1,1,2
15416.0,2,3,4
15417.0,2,1,2
15419.0,3,1,1
15421.0,4,3,3
15422.0,1,2,1
15423.0,1,1,1
15424.0,1,2,2
15426.0,4,4,3
15427.0,3,3,3
15428.0,4,1,1
15429.0,3,2,2
15432.0,3,1,1
15433.0,2,2,2
15434.0,2,4,3
15435.0,3,1,1
15436.0,4,3,3
15437.0,1,1,1
15438.0,2,1,1
15440.0,3,3,2
15442.0,1,1,2
15443.0,4,4,4
15444.0,4,2,3
15445.0,1,1,1
15447.0,1,1,1
15448.0,1,1,2
15449.0,3,3,3
15450.0,2,1,2
15452.0,3,3,2
15453.0,3,4,3
15454.0,1,1,1
15456.0,1,3,2
15457.0,1,1,1
15458.0,3,1,1
15460.0,1,1,1
15462.0,2,3,1
15463.0,3,1,1
15464.0,1,1,3
15465.0,4,4,4
15466.0,2,1,2
15467.0,4,3,2
15468.0,3,2,2
15469.0,3,2,2
15471.0,2,1,2
15472.0,2,1,2
15473.0,4,4,4
15475.0,2,1,2
15478.0,3,2,3
15480.0,2,1,3
15482.0,4,4,4
15483.0,1,3,1
15484.0,4,3,4
15485.0,2,3,4
15488.0,2,1,1
15489.0,4,3,3
15491.0,2,4,4
15492.0,3,2,2
15493.0,2,4,4
15494.0,4,2,3
15497.0,4,2,3
15498.0,4,4,4
15500.0,4,3,3
15502.0,4,4,4
15503.0,1,1,1
15504.0,2,1,1
15505.0,3,4,4
15506.0,3,3,3
15507.0,1,1,2
15508.0,1,4,3
15510.0,1,1,1
15511.0,4,4,3
15512.0,2,2,1
15513.0,4,4,4
15514.0,4,4,4
15516.0,3,3,1
15517.0,1,1,1
15518.0,3,4,4
15520.0,2,1,2
15521.0,3,4,4
15522.0,2,2,2
15523.0,2,1,2
15524.0,3,1,2
15525.0,4,3,3
15526.0,1,2,1
15527.0,4,4,4
15528.0,1,1,1
15529.0,3,4,4
15530.0,4,3,3
15531.0,2,2,4
15532.0,3,3,3
15533.0,4,3,3
15535.0,1,3,2
15537.0,1,1,1
15539.0,1,1,2
15540.0,4,1,1
15541.0,2,1,1
15543.0,1,1,1
15544.0,4,4,4
15545.0,3,2,1
15547.0,3,4,4
15549.0,2,3,4
15550.0,3,3,2
15551.0,1,1,2
15552.0,1,1,1
15553.0,2,1,2
15554.0,2,1,1
15555.0,4,4,4
15556.0,3,1,1
15557.0,3,1,2
15561.0,4,3,3
15562.0,1,1,1
15563.0,3,3,3
15565.0,3,2,1
15567.0,4,1,1
15568.0,3,3,3
15569.0,3,4,3
15570.0,4,4,4
15571.0,4,3,2
15572.0,3,4,4
15573.0,2,2,2
15574.0,1,3,3
15576.0,1,1,3
15577.0,3,3,1
15578.0,1,1,1
15579.0,1,2,2
15581.0,3,4,4
15582.0,3,3,3
15584.0,3,3,3
15585.0,1,1,2
15587.0,3,3,3
15589.0,1,3,2
15592.0,3,1,2
15593.0,2,1,1
15594.0,4,4,4
15596.0,2,4,3
15597.0,1,1,2
15598.0,3,1,1
15599.0,3,2,3
15601.0,4,4,4
15602.0,3,4,3
15603.0,2,1,1
15604.0,3,1,1
15605.0,3,4,3
15606.0,4,4,4
15607.0,1,1,1
15608.0,3,3,3
15609.0,2,1,1
15610.0,3,1,1
15611.0,4,4,3
15612.0,2,2,1
15615.0,4,4,4
15618.0,2,3,3
15619.0,4,1,2
15620.0,3,3,3
15621.0,4,3,3
15622.0,3,4,4
15623.0,2,1,1
15624.0,2,3,2
15625.0,2,3,3
15626.0,2,2,3
15628.0,3,4,4
15630.0,3,2,3
15632.0,4,4,4
15634.0,4,1,1
15636.0,3,2,3
15637.0,3,1,1
15639.0,2,1,2
15640.0,4,4,4
15641.0,2,3,4
15643.0,1,3,2
15644.0,1,3,3
15645.0,4,1,2
15646.0,2,3,2
15648.0,1,2,2
15649.0,1,2,3
15651.0,1,3,2
15652.0,2,1,2
15653.0,2,2,3
15654.0,4,2,3
15655.0,2,1,2
15656.0,3,3,3
15657.0,3,1,1
15658.0,1,4,3
15659.0,3,1,1
15660.0,3,4,3
15661.0,1,2,2
15663.0,2,1,1
15664.0,3,1,2
15665.0,2,2,4
15667.0,3,1,1
15668.0,1,1,1
15669.0,3,3,3
15670.0,1,1,1
15671.0,4,4,4
15673.0,4,3,4
15674.0,2,4,4
15675.0,2,3,2
15676.0,4,3,4
15677.0,3,1,2
15678.0,3,1,2
15679.0,3,3,3
15680.0,4,3,3
15681.0,3,4,3
15683.0,2,1,1
15687.0,3,4,4
15689.0,4,2,1
15690.0,2,2,1
15691.0,1,1,1
15692.0,3,1,1
15694.0,3,4,4
15695.0,1,2,2
15696.0,2,4,4
15699.0,4,1,2
15700.0,1,2,3
15701.0,2,3,3
15703.0,1,1,1
15704.0,2,3,4
15705.0,1,1,1
15706.0,2,3,3
15707.0,3,3,3
15708.0,3,4,4
15709.0,1,1,1
15712.0,4,4,3
15713.0,2,2,2
15714.0,4,2,2
15716.0,2,3,3
15717.0,1,1,1
15719.0,2,4,4
15720.0,3,1,2
15721.0,4,1,2
15722.0,2,4,4
15723.0,1,1,1
15724.0,1,2,1
15725.0,4,1,2
15727.0,4,4,4
15729.0,3,1,1
15730.0,2,3,3
15732.0,3,2,1
15733.0,1,1,1
15734.0,2,2,3
15737.0,4,4,3
15738.0,4,4,4
15739.0,1,1,2
15740.0,3,1,1
15743.0,4,3,3
15744.0,2,1,1
15745.0,4,3,3
15746.0,2,1,1
15747.0,4,3,3
15748.0,3,1,1
15749.0,3,3,4
15750.0,4,4,4
15752.0,3,4,4
15753.0,2,1,1
15754.0,3,3,2
15755.0,4,4,4
15756.0,2,3,2
15757.0,1,2,3
15758.0,3,1,1
15759.0,1,3,1
15762.0,2,2,2
15763.0,2,2,3
15764.0,4,4,4
15766.0,1,1,2
15768.0,2,3,2
15769.0,3,4,4
15773.0,1,1,2
15774.0,1,1,1
15775.0,2,1,1
15776.0,2,1,1
15777.0,4,3,3
15780.0,3,3,2
15781.0,3,3,2
15782.0,4,3,4
15783.0,4,1,1
15785.0,2,4,4
15786.0,3,3,4
15787.0,3,3,3
15789.0,1,1,2
15790.0,4,1,1
15791.0,3,2,3
15793.0,4,3,3
15795.0,2,1,2
15796.0,4,4,4
15797.0,2,3,4
15799.0,2,3,3
15800.0,2,2,3
15801.0,3,3,3
15802.0,2,1,2
